DATA,1001,1002,1003,1004,1005,1010,1011,1012,1013,1020,1021,1022,1023,1030,1032,1034,1036,1040,1041,1042,1060,1062,1063,1064,1065,1066,1070,1072,1074,1080,1090
2025-12-08 13:44:58,699,2012,388,1600,2218,41,292,65535,65166,28,601,0,589,48,15,321,267,90,1,0,277,284,9997,9997,0,0,2,1,0,35,1182
2025-12-08 13:45:40,722,2013,370,1595,2218,42,301,0,65161,31,601,0,593,48,16,327,273,90,1,0,278,282,9997,9997,0,0,2,1,0,35,1182
2025-12-08 13:46:18,688,2012,420,1596,2216,43,302,65534,65158,29,601,0,591,48,16,332,278,90,1,0,279,282,9997,9997,0,0,2,1,0,35,1182
2025-12-08 13:46:51,725,2014,422,1596,2216,44,305,0,65159,30,603,0,592,48,16,337,283,90,1,0,278,282,9997,9997,0,0,2,1,0,35,1182
2025-12-08 13:47:26,758,2014,421,1596,2219,46,293,0,65161,32,603,0,594,48,16,342,287,90,1,0,278,284,9997,9997,0,0,2,1,0,35,1182
2025-12-08 13:48:01,790,2015,371,1598,2217,43,299,0,65159,34,601,0,596,48,17,346,292,90,1,0,279,284,9997,9997,0,0,2,1,0,35,1182
2025-12-08 13:48:36,774,2013,396,1596,2219,46,294,0,65159,35,602,0,598,48,17,351,297,100,1,0,279,284,9997,9997,0,0,2,0,0,35,1182
2025-12-08 13:49:10,885,2012,392,1595,2219,45,294,65534,65157,39,602,0,604,48,17,356,302,100,1,0,280,284,9997,9997,0,0,2,0,0,35,1182
2025-12-08 13:49:43,860,2014,385,1597,2219,45,290,1,65164,38,602,0,601,48,18,361,306,100,1,0,282,284,9997,9997,0,0,2,0,0,35,1182
2025-12-08 13:50:18,1028,2018,329,1595,2220,46,290,0,65155,45,603,0,610,48,18,366,311,100,1,0,280,286,9997,9997,0,0,2,0,0,35,1182
2025-12-08 13:50:51,946,2016,374,1598,2216,46,313,0,65157,41,602,0,604,48,18,370,316,100,1,0,280,286,9997,9997,0,0,2,0,0,35,1182
2025-12-08 13:51:25,886,2017,369,1596,2214,46,314,0,65157,39,602,0,602,48,18,375,321,100,1,0,280,288,9997,9997,0,0,2,0,0,35,1182
2025-12-08 13:51:57,739,2013,395,1596,2217,44,296,0,65157,35,603,0,598,48,19,379,325,100,1,0,281,286,9997,9997,0,0,2,0,0,35,1182
2025-12-08 13:52:34,705,2016,394,1598,2218,47,290,0,65165,32,602,0,592,48,19,384,330,100,1,0,281,286,9997,9997,0,0,2,0,0,35,1182
2025-12-08 13:53:09,702,2017,416,1594,2217,44,289,0,65168,32,603,0,593,48,19,389,335,100,1,0,282,288,9997,9997,0,0,2,0,0,35,1182
2025-12-08 13:53:45,793,2016,429,1600,2220,46,292,0,65160,36,602,0,598,48,20,395,340,100,1,0,283,288,9997,9997,0,0,2,0,0,35,1182
2025-12-08 13:54:22,774,2016,392,1596,2215,47,299,0,65158,35,604,0,597,48,20,400,345,100,1,0,282,288,9997,9997,0,0,2,0,0,35,1182
2025-12-08 13:54:57,774,2017,344,1596,2220,49,294,65535,65164,34,601,0,596,48,20,404,350,100,1,0,283,288,9997,9997,0,0,2,0,0,35,1182
2025-12-08 13:55:32,745,2013,421,1596,2221,46,294,0,65164,32,603,0,593,48,20,409,355,100,1,0,284,286,9997,9997,0,0,2,0,0,35,1182
2025-12-08 13:56:07,801,2018,411,1598,2219,42,287,0,65166,35,602,0,598,48,21,414,360,100,1,0,284,289,9997,9997,0,0,2,0,0,35,1182
2025-12-08 13:56:39,796,2017,337,1598,2215,45,310,0,65160,33,603,0,594,48,21,419,364,100,1,0,284,289,9997,9997,0,0,2,0,0,35,1182
2025-12-08 13:57:15,870,2013,383,1597,2219,43,297,0,65156,36,603,0,599,48,21,424,369,110,1,0,284,289,9997,9997,0,0,2,0,0,35,1182
2025-12-08 13:57:49,689,2014,407,1597,2218,45,290,0,65173,30,602,0,592,48,21,428,374,110,1,0,285,288,9997,9997,0,0,2,0,0,35,1182
2025-12-08 13:58:25,728,2012,421,1599,2218,43,297,65535,65160,33,603,0,596,48,22,434,379,110,1,0,285,289,9997,9997,0,0,2,0,0,35,1182
2025-12-08 13:59:02,695,2012,374,1600,2219,46,290,0,65163,30,601,0,591,48,22,439,384,110,1,0,285,289,9997,9997,0,0,2,0,0,35,1182
2025-12-08 13:59:37,716,2021,1417,1605,2223,47,506,65535,64867,33,907,0,887,48,22,446,391,110,1,0,286,289,9997,9997,0,0,2,0,0,35,1182
2025-12-08 14:00:13,786,2020,1064,1604,2228,46,388,0,65063,37,906,1,888,48,23,453,398,110,1,0,286,293,9997,9997,0,0,2,0,0,35,1182
2025-12-08 14:00:49,719,2021,957,1604,2228,49,398,65535,65046,35,907,0,889,48,23,460,405,110,1,0,287,293,9997,9997,0,0,2,0,0,35,1182
2025-12-08 14:01:26,750,2021,874,1606,2227,52,382,65535,65061,38,906,0,892,48,23,468,413,110,1,0,287,294,9997,9997,0,0,2,0,0,35,1182
2025-12-08 14:02:02,711,2016,750,1605,2226,59,399,65535,65043,41,909,0,899,48,24,476,420,110,1,0,288,296,9997,9997,0,0,2,0,0,35,1182
2025-12-08 14:02:38,721,2021,742,1606,2226,60,390,65534,65065,43,906,0,898,48,24,483,428,120,1,0,289,298,9997,9997,0,0,2,0,0,35,1182
2025-12-08 14:03:12,755,2019,670,1604,2227,62,392,65535,65051,43,904,0,894,48,24,491,435,120,1,0,290,300,9997,9997,0,0,2,0,0,35,1182
2025-12-08 14:03:46,711,2021,617,1609,2226,65,524,65535,64868,45,908,0,902,48,25,498,442,120,1,0,289,300,9997,9997,0,0,2,0,0,35,1182
2025-12-08 14:04:21,777,2023,666,1610,2225,62,476,65532,64894,47,910,0,906,48,25,505,449,120,1,0,291,301,9997,9997,0,0,2,0,0,35,1182
2025-12-08 14:04:55,771,2020,578,1604,2229,66,408,0,65023,49,906,0,903,48,25,512,456,120,1,0,292,301,9997,9997,0,0,2,0,0,35,1182
