DATA,1001,1002,1003,1004,1005,1010,1011,1012,1013,1020,1021,1022,1023,1030,1032,1034,1036,1040,1041,1042,1060,1062,1063,1064,1065,1066,1070,1072,1074,1080,1090
2025-12-06 08:26:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 08:27:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 08:31:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 08:34:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 08:38:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 08:42:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 08:46:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 08:49:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 08:53:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 08:57:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 09:00:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 09:04:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 09:08:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 09:12:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 09:15:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 09:19:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 09:23:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 09:27:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 09:30:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 09:34:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 09:38:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 09:41:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 09:45:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 09:49:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 09:53:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 09:56:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 10:00:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 10:04:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 10:08:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 10:11:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 10:15:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 10:19:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 10:22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 10:26:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 10:30:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 10:34:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 10:37:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 10:41:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 10:45:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 10:49:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 10:52:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 10:56:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 11:00:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-06 11:04:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
